Nom de la fête ou manifestation;Catégorie de la fête ou manifestation;Adresse1;Adresse partie 1 suite;Adresse partie 2;Adresse partie 3;Code postal;Commune de la fête ou manifestation;Bureau distributeur de l'adresse postale;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Point d'accès/Nom/distance en km;N° de téléphone fixe;N° de téléphone mobile;N° de fax;localisation;departement
VISITE THÉMATIQUE: LE CHÂTEAU DANS LA VILLE;Visites et sorties à thèmes;;;Château d'Angers;2, Promenade du Bout du Monde;49100;ANGERS;;;49007;47.47;-0.56;;02 41 86 48 77;;;47.47,-0.56;Maine-et-Loire
VISITE THÉÂTRALISÉE SUR LES PAS DE LA VELUE;Visites et sorties à thèmes;;;Place du Château;;72320;MONTMIRAIL;;;72208;48.10271;0.78963;;02 43 71 21 21;;;48.10271,0.78963;Sarthe
VISITE À LA SOCIÉTÉ CHOLETAISE DE FABRICATION;Visites et sorties à thèmes;;;;ZI des Landes Fleuries - ANDREZE;49600;BEAUPREAU-EN-MAUGES;;;49023;47.1529;-0.96209;;02 41 63 14 70;;;47.1529,-0.96209;Maine-et-Loire
VISITE À VELO AU FIL DES MOULINS;Visites et sorties à thèmes;;;Place de la République;;72000;LE MANS;;;72181;48.0037942;0.1971069;;02 43 47 40 30;;;48.0037942,0.1971069;Sarthe
VISITE-FLASH;Visites et sorties à thèmes;place de la République;;;;72400;LA FERTE-BERNARD;;;72132;48.18685;0.65461;;02 43 60 72 77;;;48.18685,0.65461;Sarthe
WEEK-END GLISSE DE ST-BREVIN;Manifestation sportive;;;Plage de l'Océan;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.23192;-2.17949;;02 40 64 49 41;;;47.23192,-2.17949;Loire-Atlantique
ÇA ROULE EN FORÊT !;Sortie nature / environnement;CARNUTA,MAISON DE L'HOMME ET DE LA FORÊT;2 rue du bourg ancien;;;72500;JUPILLES;;;72153;47.7904845;0.41332973;;02 43 38 10 31;;;47.7904845,0.41332973;Sarthe
ÉMILE ET ANGÈLE;Spectacle;;Espace Saint-Clément;Place Saint-Clément;;53400;CRAON;;;53084;47.8457536;-0.9607645;;02 43 09 19 89;;;47.8457536,-0.9607645;Mayenne
CHANTS DE NOËL;Concert;;;;;44680;SAINT-HILAIRE-DE-CHALEONS;;;44164;47.102879;-1.865616;;02 40 31 73 99;;;47.102879,-1.865616;Loire-Atlantique
CHASSE AUX TRÉSORS SUR LA PLAGE;Sortie nature / environnement;;;Lieu communiqué à l'inscription;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.245513;-2.167894;;02 40 27 24 32;;;47.245513,-2.167894;Loire-Atlantique
CONCERT POUR ENFANTS PITCHOUNES ÉLECTRO;Concert;;;La Bernitude;Chaussée du Pays de retz;44760;LA BERNERIE-EN-RETZ;;;44012;47.081132;-2.038009;;06 22 53 60 86;;;47.081132,-2.038009;Loire-Atlantique
COURSE AUX INSECTES;Sortie nature / environnement;;;Lieu communiqué à l'inscription;;44560;SAINT-BREVIN-LES-PINS;;;44154;47.245513;-2.167894;;02 40 27 24 32;;;47.245513,-2.167894;Loire-Atlantique
DÉCOUVERTE DE L'ORGUE;Visites et sorties à thèmes;;;Eglise;;44760;LA BERNERIE-EN-RETZ;;;44012;47.081132;-2.038009;;02 40 82 28 06;;;47.081132,-2.038009;Loire-Atlantique
EXPOSITION DE MATI ET BERTRAND CATHERINE;Exposition;;Majestic Gallery;29 rue du Pont;;53150;MONTSURS;;;53161;48.13331;-0.554879;;;07 60 45 80 77;;48.13331,-0.554879;Mayenne
EXPOSITION PHOTOS ANIMALIÈRES DE PATRICK TRÉCUL;Sortie nature / environnement;;;;;44410;HERBIGNAC;;;44072;47.44861;-2.317903;;02 40 88 96 17;;;47.44861,-2.317903;Loire-Atlantique
FEST NOZ;Concert;;;SOUS LES HALLES;;44760;LA BERNERIE-EN-RETZ;;;44012;47.081132;-2.038009;;;;;47.081132,-2.038009;Loire-Atlantique
FESTIVAL CLASSIQUE ESTIVAL -  TRIO COL CANTO;Concert;;;Église Notre Dame de bons secours;;44760;LA BERNERIE-EN-RETZ;;;44012;47.081132;-2.038009;;06 70 15 15 36;;;47.081132,-2.038009;Loire-Atlantique
FEU DE LA SAINT JEAN;;;;Plan d'eau;;44760;LA BERNERIE-EN-RETZ;;;44012;47.081132;-2.038009;;02 40 82 70 56;;02 40 64 79 58;47.081132,-2.038009;Loire-Atlantique
LA BOUCHERIE - MENU DU NOUVEL AN;;;Centre Commercial Amethys;Rue du Traité de Paris;Zone de l'Europe;44210;PORNIC;;;44131;47.115537;-2.104171;;09 66 88 27 81;;;47.115537,-2.104171;Loire-Atlantique
LES ALGUES, NOUVELLES SAVEURS MARINES;Visites et sorties à thèmes;;;;;44770;LA PLAINE-SUR-MER;;;44126;47.137401;-2.190495;;06 86 59 38 90;;;47.137401,-2.190495;Loire-Atlantique
LOTO;;;;Salle Étoile de Jade;Avenue Georges Brassens;44250;SAINT-BREVIN-LES-PINS;;;44154;47.245513;-2.167894;;;06 80 71 76 16;;47.245513,-2.167894;Loire-Atlantique
MARCHÉ NOCTURNE ESTIVAL;Marché;;;CENTRE VILLE;;44760;LA BERNERIE-EN-RETZ;;;44012;47.081132;-2.038009;;02 40 82 70 56;;02 40 64 79 58;47.081132,-2.038009;Loire-Atlantique
MAYENNE LIBERTY 2022;Festival;;Parking - salle des Oréades;;;53150;MONTSURS;;;53161;48.13331;-0.554879;;;;;48.13331,-0.554879;Mayenne
PLUMES D'AUTOMNE EN MIGRATION;Sortie nature / environnement;;;Lieu communiqué à l'inscription;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.245513;-2.167894;;02 51 74 02 62;07 73 14 28 68;;47.245513,-2.167894;Loire-Atlantique
PROMENONS-NOUS DANS LES BOIS;Sortie nature / environnement;;;;;44350;LA BAULE-ESCOUBLAC;;;44055;47.285185;-2.392391;;02 40 45 35 96;;;47.285185,-2.392391;Loire-Atlantique
RECYCLER SES DÉCHETS DU JARDIN;Stages-Atelier-Jeux;;;;;44320;CHAUVE;;;44038;47.150638;-1.986897;;02 40 39 63 49;;;47.150638,-1.986897;Loire-Atlantique
RENDEZ-VOUS DE LA BAULE FRANZ-OLIVIER GIESBERT;Conférence;;;Palais des congrès et des Festivals Jacques Chirac;119 avenue de Lattre de Tassigny;44500;LA BAULE-ESCOUBLAC;;;44055;47.285185;-2.392391;;02 40 11 51 51;;;47.285185,-2.392391;Loire-Atlantique
RETZ HALLES MARKET;Marché;;;Les Halles;;44760;LA BERNERIE-EN-RETZ;;;44012;47.081132;-2.038009;;02 40 82 70 56;;02 40 64 79 58;47.081132,-2.038009;Loire-Atlantique
SUR LES ROCHERS, À MARÉE BASSE;Visites et sorties à thèmes;;;;;44770;PREFAILLES;;;44136;47.12828;-2.21613;;02 51 74 02 62;;;47.12828,-2.21613;Loire-Atlantique
TOUR AUTO 2022;Fêtes populaires;;;;;44250;SAINT-BREVIN-LES-PINS;;;44154;47.245513;-2.167894;;02 40 27 24 32;;;47.245513,-2.167894;Loire-Atlantique
TOUS AUX PAPILLONS - SAINT LYPHARD;Sortie nature / environnement;;;;;44410;SAINT-LYPHARD;;;44175;47.397641;-2.308143;;02 40 91 68 68;;;47.397641,-2.308143;Loire-Atlantique
UN SOIR DANS LES MARAIS;Visites et sorties à thèmes;;;;;44760;LES MOUTIERS-EN-RETZ;;;44106;47.062668;-2.002222;;;06 86 59 38 90;;47.062668,-2.002222;Loire-Atlantique
UN SOIR DANS LES MARAIS;Visites et sorties à thèmes;;;;;44760;LES MOUTIERS-EN-RETZ;;;44106;47.062668;-2.002222;;02 40 82 74 00;;;47.062668,-2.002222;Loire-Atlantique
VIDE-GRENIER;Brocantes & vide-greniers;;;Salle du Lac;Rue du Parc des Sports;44320;SAINT-VIAUD;;;44192;47.254783;-2.020462;;;06 64 64 68 76;;47.254783,-2.020462;Loire-Atlantique
LE VITRAIL DU MANS  ART ET SAVOIR-FAIRE D'EXCEPTION;Exposition;;Petite Maison du Patrimoine;19, rue de la Fossetterie;;72000;LE MANS;;;72181;48.0079949;0.1770328;;;;;48.0079949,0.1770328;Sarthe
10ÈME FESTIVAL LE SON DES CUIVRES - CONCERTS : SERGEI NAKARIAKOV ET MARIA MEEROVITCH SUIVIS DE L'ENSEMBLE DE CUIVRES DE BELGIQUE;Festival;;Espace Saugonna;2, rue de la Gare;;72600;MAMERS;;;72180;48.3471711;0.3643469;Route (nationale/départ.)||D300||0,5;02 43 97 60 63;;;48.3471711,0.3643469;Sarthe
10ÈME ÉDITION DU FESTIVAL LE SON DES CUIVRES;Festival;;Espace Saugonna;2, rue de la Gare;;72600;MAMERS;;;72180;48.3471711;0.3643469;Route (nationale/départ.)||D300||0,5;02 43 97 60 63;;;48.3471711,0.3643469;Sarthe
LES PEINTRES DANS LA RUE ET LA FÊTE DES LUMIÈRES;Fêtes populaires;;Le bourg;;;53270;SAINT-PIERRE-SUR-ERVE;;;53248;48.009206;-0.394033;;02 43 91 76 79;;;48.009206,-0.394033;Mayenne
RANDO DINE;Randonnée;;Place de l'église;;;72120;CONFLANS-SUR-ANILLE;;;72087;47.9412779;0.7453658;;;;;47.9412779,0.7453658;Sarthe
CAROLINE VIGNEAUX CROQUE LA POMME A GORGES;Théâtre;;La Stella;3 Rue de la Sèvre;;44190;GORGES;;;44064;47.10367;-1.3032066;;;;;47.10367,-1.3032066;Loire-Atlantique
CHANTONS TOUS SUR PLACE;Visites et sorties à thèmes;Escal;;;;72400;LA FERTE-BERNARD;;;72132;48.184686;0.65796811;;02 43 93 67 92;;;48.184686,0.65796811;Sarthe
LIBERTÉ ! DE ET PAR GAUTHIER FOURCADE;Théâtre;;Théâtre de l'Acthalia;Grande Rue;;72000;LE MANS;;;72181;48.0075637;0.1958964;;;06 10 53 38 40;;48.0075637,0.1958964;Sarthe
10ÈME FESTIVAL LE SON DES CUIVRES - CONCERTS : LA CARAVANE PASSE ET SINSÉMILIA;Concert;;Espace Saugonna;Rue de la Gare;;72600;MAMERS;;;72180;48.3474029;0.36456178;;02 43 97 60 63;;;48.3474029,0.36456178;Sarthe
12ÈME CIRCUIT DES TROIS ÉGLISES;Visites et sorties à thèmes;Eglise;;;;72460;SAINT-CORNEILLE;;;72275;48.067292;0.344522;;02 43 60 72 77;;;48.067292,0.344522;Sarthe
21È RANDONNÉE SEMI-NOCTURNE - JUVARDEIL;Randonnée;Salle des fêtes;;;;49330;JUVARDEIL;;;49170;47.6560693;-0.4994542;;;;;47.6560693,-0.4994542;Maine-et-Loire
24 HEURES DU MANS 2022;Manifestation sportive;;Circuit des 24 Heures du Mans;9, Place Luigi Chinetti;;72000;LE MANS;;;72181;47.9555721;0.20808891;;02 43 40 80 00;;;47.9555721,0.20808891;Sarthe
24H DE LA BIODIVERSITÉ;Sortie nature / environnement;;;Etang des Platanes;;44780;MISSILLAC;;;44098;47.47666;-2.17326;;02 40 01 40 10;;;47.47666,-2.17326;Loire-Atlantique
24ÈME BREVET DES RANDONNEURS;Randonnée;;;;;53220;PONTMAIN;;;53181;48.4392724;-1.0584879;;02 43 53 12 91;;;48.4392724,-1.0584879;Mayenne
34ÈME RANDONNÉE DES PLANTES MÉDICINALES;Randonnée;;Salle de l'Avault;Allée Phytolia;Chemillé;49120;CHEMILLE-EN-ANJOU;;;49092;47.2129238;-0.7252848;;;06 12 72 31 32;;47.2129238,-0.7252848;Maine-et-Loire
3E :  FAIS PEUR AU LION » ET TIMESIS»;Cirque;;;;Domaine des Vaulx (Haras de la Poupardière);53240;LA BACONNIERE;;;53015;48.1758766;-0.8865053;;02 43 05 98 80;;;48.1758766,-0.8865053;Mayenne
40ÈME FOIRE AUX COLLECTIONNEURS;Foire ou salon;;Gymnase Godard;82, Rue du Docteur Godard;;72600;MAMERS;;;72180;48.3520904;0.359659;;02 43 33 45 39;;;48.3520904,0.359659;Sarthe
[ANNULÉ] CAMÉLIA JORDANA - FACILE X FRAGILE TOUR;Concert;;Palais des Congrès et de la Culture;Rue d'Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;;;;48.0007657,0.19202859;Sarthe
[REPORTÉ] GOSPEL POUR 100 VOIX;Concert;;Palais des Congrès et de la Culture;Rue d'Arcole;;72000;LE MANS;;;72181;48.0007657;0.19202859;;02 43 43 59 59;;;48.0007657,0.19202859;Sarthe
A VUE DE NEZ;Stages-Atelier-Jeux;;Musée de Préhistoire;650 chemin de la Roche Brault;Vallée des grottes de Saulges;53270;THORIGNE-EN-CHARNIE;;;53264;47.9938294;-0.4004112;;;;;47.9938294,-0.4004112;Mayenne
ACCORDS METS ET VINS CHAMPETRE;Visites et sorties à thèmes;;;Grand Rue;;49190;ROCHEFORT-SUR-LOIRE;;;49259;47.35733;-0.65512;;;;;47.35733,-0.65512;Maine-et-Loire
ALAN STIVELL;Concert;;ZAC de la Ria;Casino de Pornic;Rue du Canal;44210;PORNIC;;;44131;47.11531;-2.09577;;02 40 82 04 40;;;47.11531,-2.09577;Loire-Atlantique
ANGERS GEEKFEST;;;;Parc des expositions;Route de Paris;49100;ANGERS;;;49007;47.49806;-0.49594;;02 41 93 40 40;;;47.49806,-0.49594;Maine-et-Loire
ANGERS, VISITE FLASH;Visites et sorties à thèmes;;;7 place Kennedy;;49000;ANGERS;;;49007;47.46922;-0.55793;;02 41 23 50 00;;;47.46922,-0.55793;Maine-et-Loire
ANIMATION JE PÊCHE EN FLOAT TUBE - LA MAISON PÊCHE NATURE;Visites et sorties à thèmes;;Maison pêche nature;;Montayer;49320;BRISSAC LOIRE AUBANCE;;;49050;47.33226;-0.4504;;02 41 78 26 21;;;47.33226,-0.4504;Maine-et-Loire
ANIMATION VISITE DU SITE AVEC LA MAISON PÊCHE NATURE;Visites et sorties à thèmes;;Maison pêche nature;;Montayer;49320;BRISSAC LOIRE AUBANCE;;;49050;47.33226;-0.4504;;02 41 78 26 21;;;47.33226,-0.4504;Maine-et-Loire
ANIMATION : DES HISTOIRES À CAP LOIRE- ATELIER TOUT-PETITS;Contes et lectures;;Cap Loire;20 rue d'Anjou;MONTJEAN-SUR-LOIRE;49570;MAUGES-SUR-LOIRE;;;49244;47.3897315;-0.8641262;;02 41 39 07 10;;;47.3897315,-0.8641262;Maine-et-Loire
ANIMATION : FAUNE DES BORDS DE LOIRE;Sortie nature / environnement;;Cap Loire;20 Rue d'Anjou;MONTJEAN-SUR-LOIRE;49570;MAUGES-SUR-LOIRE;;;49244;47.3898051;-0.8641968;;02 41 39 07 10;;;47.3898051,-0.8641968;Maine-et-Loire
ANIMATIONS 1, 2, 3 SOLEIL;;;;143 avenue du Général de Gaulle;;44380;PORNICHET;;;44132;47.261;-2.33944;;02 40 66 69 33;;;47.261,-2.33944;Loire-Atlantique
ANIMATIONS LE FIL;;;;7 place de l'église;;44160;PONTCHATEAU;;;44129;47.4381;-2.08944;;02 40 01 40 10;;;47.4381,-2.08944;Loire-Atlantique
APPLI HOUR : STOP MOTION À BEAUFORT-EN-VALLÉE;Stages-Atelier-Jeux;;Bibliothèque de Beaufort en Anjou;;Beaufort en Vallée;49250;BEAUFORT-EN-ANJOU;;;49021;47.440591;-0.217616;;02 41 79 74 11;;;47.440591,-0.217616;Maine-et-Loire
APÉRO-CONCERT - SEGRÉ;Concert;;;Place de la République;Segré;49500;SEGRÉ-EN-ANJOU BLEU;;;49331;47.6849965;-0.8703025;;;;;47.6849965,-0.8703025;Maine-et-Loire
ARRIVÉE DU PÈRE NOËL;Animations de Noël;;;;;72440;VOLNAY;;;72382;47.931992;0.467965;;;06 82 28 06 27;;47.931992,0.467965;Sarthe
ART FLORAL JAPONAIS AU LOROUX BOTTEREAU;Exposition;;;Rue des Moulins;;44430;LE LOROUX-BOTTEREAU;;;44084;47.2357256;-1.3463267;;;;;47.2357256,-1.3463267;Loire-Atlantique
ARTISTE EN RÉSIDENCE FRANÇOIS TAMALET;Exposition;;;Musée Boesch;35 AVENUE FRANÇOIS BOUGOUIN;44510;LE POULIGUEN;;;44135;47.2656;-2.42147;;02 40 01 53 08;;;47.2656,-2.42147;Loire-Atlantique
ASSOCIATION SPIRALES - MARCHE CONSCIENTE ET TAI CHI A DINARD;Sortie nature / environnement;;;176 Avenue François Chancel;;72000;LE MANS;;;72181;48.01858;0.19303;;06 32 24 23 63;;;48.01858,0.19303;Sarthe
ATELIER COMMENT PASSER AU VRAC?;Stages-Atelier-Jeux;;;4 Rue Saint-Honoré;;44270;MACHECOUL-SAINT-MEME;;;44087;46.99275;-1.81766;;;06 79 31 16 73;;46.99275,-1.81766;Loire-Atlantique
ATELIER CRÉATION DE BIJOUX;Stages-Atelier-Jeux;;;1 Rue du Sel;;44270;MACHECOUL-SAINT-MEME;;;44087;46.99189;-1.8198;;;;;46.99189,-1.8198;Loire-Atlantique
ATELIER : MONSTRES EN VOYAGE;Stages-Atelier-Jeux;;Musée Robert Tatin;Lieu-dit La Frénouse;;53230;COSSE-LE-VIVIEN;;;53077;47.9333818;-0.8954235;;02 43 98 80 89;;;47.9333818,-0.8954235;Mayenne
ATELIER APPRENTI AMOULAGEUR AU MOULIN DE L'EPINAY;Stages-Atelier-Jeux;;Moulin de l'Epinay;3 L'Epinay;LA CHAPELLE-SAINT-FLORENT;49410;MAUGES-SUR-LOIRE;;;49244;47.3335886;-1.0499745;;02 41 72 73 33;;;47.3335886,-1.0499745;Maine-et-Loire
ATELIER APPRENTI BOULANGER AU MOULIN DE L'EPINAY;Visites et sorties à thèmes;Moulin de l'Epinay;;3 l'Epinay;LA CHAPELLE-SAINT-FLORENT;49410;MAUGES-SUR-LOIRE;;;49244;47.3335886;-1.0499745;;02 41 72 73 33;;;47.3335886,-1.0499745;Maine-et-Loire
ATELIER BONBONS ET CONFISERIES AU JARDIN CAMIFOLIA;Stages-Atelier-Jeux;;Jardin Camifolia;1 rue de l'Arzillé;CHEMILLÉ;49120;CHEMILLE-EN-ANJOU;;;49092;47.2138567;-0.7326017;Route (nationale/départ.)||Sortie n°25 (Chemillé) de l’A87	||5,Gare routière||Réseau Aléop Ligne 407 Angers  /Cholet||0,4,Gare SNCF||Angers Chemillé : 30 min	||0,2;02 41 498 498;;;47.2138567,-0.7326017;Maine-et-Loire
ATELIER CRÉATIF HALLOWEEN;Stages-Atelier-Jeux;Salle Adrien MARTIN;;;;72320;GREEZ-SUR-ROC;;;72144;48.13784;0.79544;;07 67 59 16 52;;;48.13784,0.79544;Sarthe
ATELIER CRÉATIF NOËL;Stages-Atelier-Jeux;Salle Adrien MARTIN;;;;72320;GREEZ-SUR-ROC;;;72144;48.13784;0.79544;;07 67 59 16 52;;;48.13784,0.79544;Sarthe
ATELIER DE CÉRAMIQUE, DÉCOR - CENTRALE 7;Stages-Atelier-Jeux;;;Bois N 2 (Nyoiseau);Nyoiseau;49500;SEGRÉ-EN-ANJOU BLEU;;;49331;47.7031366;-0.9299287;;02 41 61 30 34;;;47.7031366,-0.9299287;Maine-et-Loire
ATELIER DESSIN ENFANTS;Stages-Atelier-Jeux;;;Centre Nautique;Pointe Saint-Gildas;44770;PREFAILLES;;;44136;47.12815;-2.21568;;;07 87 08 08 86;;47.12815,-2.21568;Loire-Atlantique
ATELIER DIMINUER LE SUCRE À BAUGÉ;Stages-Atelier-Jeux;;;44 rue Victor Hugo;Baugé;49150;BAUGE-EN-ANJOU;;;49018;47.5416596;-0.104033;;;06 37 29 12 35;;47.5416596,-0.104033;Maine-et-Loire
ATELIER IMPRESSION 3D;Stages-Atelier-Jeux;;Médiathèque Jean-d'Ormesson;Avenue du Général de Gaulle;;44119;TREILLIERES;;;44209;47.32835;-1.62179;;;;;47.32835,-1.62179;Loire-Atlantique
ATELIER TEINTURE VÉGÉTALE AU JARDIN CAMIFOLIA;Stages-Atelier-Jeux;;Jardin Camifolia;1 rue de l'Arzillé;Chemillé;49120;CHEMILLE-EN-ANJOU;;;49092;47.2138475;-0.7326124;Route (nationale/départ.)||Sortie n°25 (Chemillé) de l’A87	||5,Gare routière||Réseau Aléop Ligne 407 Angers  /Cholet	||0,4,Gare SNCF||Angers Chemillé : 30 min||0,2;02 41 498 498;;;47.2138475,-0.7326124;Maine-et-Loire
AU ROYAUME DES MYCÈTES;Sortie nature / environnement;Salle de la Charmille;Chemin de la Fontaine;Saint-Rigomer-des-Bois;;72600;VILLENEUVE-EN-PERSEIGNE;;;72137;48.389127;0.171007;;233811333;;;48.389127,0.171007;Sarthe
AXEL CHILL;Concert;;;Bar le Phare;Plage de la Source;44210;PORNIC;;;44131;47.1067;-2.09665;;02 40 82 68 16;;;47.1067,-2.09665;
BABY BROC FCPE;Brocantes & vide-greniers;salle Michel Berger;;;;72460;SAVIGNE-L'EVEQUE;;;72329;48.076935;0.300514;;;;;48.076935,0.300514;Sarthe
BAL BRIOCHE;Danse (spectacle);;;;;72440;COUDRECIEUX;;;72094;47.9930499;0.628792;;;;;47.9930499,0.628792;Sarthe
BAL COUNTRY;Visites et sorties à thèmes;Salle des fêtes;;;;72390;LE LUART;;;72172;48.0693787;0.58355391;;02 43 93 97 86;;;48.0693787,0.58355391;Sarthe
BALADE BOTANIQUE GOURMANDE;Visites et sorties à thèmes;;;;;44320;CHAUMES-EN-RETZ;;;44005;47.0633;-2.00023;;02 51 74 02 62;06 50 76 49 55;;47.0633,-2.00023;Loire-Atlantique
BALADE COMMENTÉE LE NÉGOCE À VALLET DEPUIS LA RÉVOLUTION;Visites et sorties à thèmes;;;2 bis Place Charles de Gaulle;;44330;VALLET;;;44212;47.160963;-1.2652483;;02 40 36 35 87;;;47.160963,-1.2652483;Loire-Atlantique
BALADE CONTÉE;Sortie nature / environnement;;Maison de la Forêt;2 route de Conquereuil;;44130;LE GAVRE;;;44062;47.5212415;-1.7480435;Gare SNCF||Gare de Nantes||45,4,Route (nationale/départ.)||Rn 137||13,3,Route (nationale/départ.)||RN 171||9,7;02 40 51 25 14;;;47.5212415,-1.7480435;Loire-Atlantique
BALADE EN KAYAK AU COUCHER DU SOLEIL À LA POINTE SAINT-GILDAS;Manifestation sportive;;;Plage de l'Anse du Sud;;44770;PREFAILLES;;;44136;47.13279;-2.23975;;02 40 21 62 22;;;47.13279,-2.23975;Loire-Atlantique
BALADE EN NATURE : MÉTAMORPHOSE DU MIGRON;Visites et sorties à thèmes;;;Quai Vert;Le Migron;44320;FROSSAY;;;44061;47.25884;-1.91547;;02 40 57 71 80;06 61 76 71 80;;47.25884,-1.91547;Loire-Atlantique
BALADE FÊTE DE LA MER;Manifestation sportive;;;Quai l'Herminier;Vieux Port;44210;PORNIC;;;44131;47.11445;-2.10009;;02 40 82 04 40;;;47.11445,-2.10009;Loire-Atlantique
BALADE NAUTIQUE À BORD DE LA CHALOUPE SARDINIÈRE;Sortie nature / environnement;;;RDV face à la Creperie des Korrigans;21 Quai Jules Sandeau;44510;LE POULIGUEN;;;44135;47.27662;-2.42754;;;06 87 27 61 87;;47.27662,-2.42754;
BALADE PHOTOGRAPHIQUE LA MINE D'ABBARETZ;Sortie nature / environnement;;Parking de la base de loisirs de la Mine;Route de Nozay;;44170;ABBARETZ;;;44001;47.5585032;-1.542342;;;06 06 45 42 85;;47.5585032,-1.542342;Loire-Atlantique
BALADE SENSORIELLE À LA FERME;Sortie nature / environnement;;GAEC Arc-en-Ciel;;Lieu-dit Placé;53170;BAZOUGERS;;;53025;48.0151729;-0.5600682;;02 43 02 97 56;;;48.0151729,-0.5600682;Mayenne
BALADES NAUTIQUES;Manifestation sportive;Chalet Base de Loisirs;;;;72400;LA FERTE-BERNARD;;;72132;48.180346;0.64931511;;06 27 02 23 82;;;48.180346,0.64931511;Sarthe
BALLET : LE LAC DES CYGNES;Cinéma;;;Cinéjade;Avenue des Frères Lumière;44250;SAINT-BREVIN-LES-PINS;;;44154;47.23483;-2.15552;;02 40 39 39 39;;;47.23483,-2.15552;Loire-Atlantique
BEL AIR EN FÊTE;Fêtes populaires;;MCL de Bel Air et parc du Val fleuri;;Bel-Air de Combrée;49420;OMBRÉE D'ANJOU;;;49248;47.71017;-0.9912799;;;;;47.71017,-0.9912799;Maine-et-Loire
BOTTINES ET MAISONS CLOSES;Visites et sorties à thèmes;;Maison du Pilier-Rouge;43 Grande Rue;;72000;LE MANS;;;72181;48.00836;0.19683;;02 43 47 40 30;;;48.00836,0.19683;Sarthe
BOURSE AUX JOUETS ET VÊTEMENTS;Brocantes & vide-greniers;salle polyvalente;;;;72440;TRESSON;;;72361;47.90276;0.5770387;;;06 17 48 40 01;;47.90276,0.5770387;Sarthe
BOURSE AUX PLANTES;Foire ou salon;;Espace jardin, près de l'église;;;72350;AVESSE;;;72019;47.95467;-0.2512;;;;;47.95467,-0.2512;Sarthe
BRADERIE ASSANBLE - SEGRÉ;Fêtes populaires;;;;Segré;49500;SEGRÉ-EN-ANJOU BLEU;;;49331;47.689224;-0.868363;;02 41 92 17 83;;;47.689224,-0.868363;Maine-et-Loire
BRIC À BRAC DU SIVOS;Brocantes & vide-greniers;Stade;;;;72370;ARDENAY-SUR-MERIZE;;;72007;47.994947;0.423148;;;06 27 71 61 49;;47.994947,0.423148;Sarthe
BROCANTE;Brocantes & vide-greniers;;;;;72440;COUDRECIEUX;;;72094;47.9930499;0.628792;;;;;47.9930499,0.628792;Sarthe
BROCANTE BEL ACCUEIL À BAUGÉ;Brocantes & vide-greniers;;;Place du marché;Baugé;49150;BAUGE-EN-ANJOU;;;49018;47.5422421;-0.1056226;;;06 33 86 31 24;;47.5422421,-0.1056226;Maine-et-Loire
BÉBÉS LECTEURS;Contes et lectures;;Médiathèque Victor Hugo;5 Esplanade de l'Europe;;44119;GRANDCHAMPS-DES-FONTAINES;;;44066;47.3643757;-1.6065502;;02 49 62 39 70;;;47.3643757,-1.6065502;Loire-Atlantique
CAFÉ MORNING;Visites et sorties à thèmes;;;Le Beaupassant - 40 rue Nationale;VIHIERS;49310;LYS-HAUT-LAYON;;;49373;47.1465;-0.53614;;02 41 49 80 00;;;47.1465,-0.53614;Maine-et-Loire
CANOË PIQUE NIQUE  AU CRÉPUSCULE;Sortie nature / environnement;;;Allée de la Rabine;;44270;MACHECOUL-SAINT-MEME;;;44087;46.98893;-1.81588;;02 51 93 03 40;;;46.98893,-1.81588;Loire-Atlantique
CAP NORT FÊTE SES 20 ANS AVEC MICHEL JONASZ;Concert;;Espace culturel Cap Nort;Route D Héric;;44390;NORT-SUR-ERDRE;;;44110;47.4366943;-1.5073319;;251120149;;;47.4366943,-1.5073319;Loire-Atlantique
CAP VALLÉE !;Visites et sorties à thèmes;;Musée de Préhistoire;;Vallée des grottes de Saulges;53270;THORIGNE-EN-CHARNIE;;;53264;47.9938294;-0.4004112;;;;;47.9938294,-0.4004112;Mayenne
CARNAVAL DES ENFANTS;Fêtes populaires;;;Centre-ville et Espace Culturel;;44770;PREFAILLES;;;44136;47.13023;-2.21963;;02 40 21 60 37;;;47.13023,-2.21963;Loire-Atlantique
CARREFOUR DE L'ORIENTATION, DES MÉTIERS ET DE L'ENTREPRISE;;;;Parc des Expositions de La Meilleraie;Avenue Marcel Prat;49300;CHOLET;;;49099;47.05581;-0.89596;;02 44 09 25 00;;;47.05581,-0.89596;Maine-et-Loire
CHALLENGE JEAN-CLAUDE COESLIER;Manifestation sportive;;;Terrain de Loisirs;Rue de Prigny;44760;LES MOUTIERS-EN-RETZ;;;44106;47.06393;-1.99473;;;06 62 12 23 99;;47.06393,-1.99473;Loire-Atlantique
CHAMPIONNAT DE FRANCE DE BOXE;;;;33 Bd Carnot;;49100;ANGERS;;;49007;47.47436;-0.54595;;02 72 47 05 79;;;47.47436,-0.54595;Maine-et-Loire
