id_lieu;id_local;nom_lieu;ad_lieu;com_lieu;insee;type;date_maj;ouvert;source;Xlong;Ylat;nbre_pl;nbre_pmr;duree;horaires;proprio;lumiere;comm;localisation;libelle_region;code_region
44001-C-001;;Salle Polyvalente;11 Rue de la Mairie. 44170 Abbaretz;ABBARETZ;44001;Parking;2019-08-29;true;224400028;-1.532282;47.553954;;;;;;;;47.553954,-1.532282;Pays de la Loire;52
44003-C-001;;Aire de covoiturage Zi L'Hermitage;30 Bois Clair. 44150 Ancenis;ANCENIS;44003;Aire de covoiturage;2019-08-29;true;224400028;-1.1729622;47.383009;;;;;;;;47.383009,-1.1729622;Pays de la Loire;52
44018-C-001;;Aire de covoiturage Les Ormeaux;Esplanade de l'Edit de Nantes;BOUAYE;44018;Aire de covoiturage;2019-08-29;true;224400028;-1.682448658;47.1558743;156;;;;;;;47.1558743,-1.682448658;Pays de la Loire;52
44018-C-002;;Aire de covoiturage Super U de Bouaye;Rue de Nantes;BOUAYE;44018;Aire de covoiturage;2019-08-29;true;224400028;-1.679815529;47.14354235;200;;;;;;;47.14354235,-1.679815529;Pays de la Loire;52
44020-C-004;;P+R Tramway Neustrie 1;Chemin de la Neustrie;BOUGUENAIS;44020;Parking relais;2019-08-29;true;224400028;-1.593096487;47.17545323;;;;;;;;47.17545323,-1.593096487;Pays de la Loire;52
44029-C-002;;Salle Municipale La Chapelaine;Rue du Stade. 44450 La Chapelle-Basse-Mer;DIVATTE SUR LOIRE;44029;Parking;2019-08-29;true;224400028;-1.334378;47.2693;;;;;;;;47.2693,-1.334378;Pays de la Loire;52
44033-C-002;;Le Drive Intermarché;La Sabliére. 44260 La Chapelle-Launay;LA CHAPELLE LAUNAY;44033;Supermarché;2019-08-29;true;224400028;-1.957905;47.362156;;;;;;;;47.362156,-1.957905;Pays de la Loire;52
44047-C-002;;Aire de covoiturage Le Paradis;VM 91;COUERON;44047;Aire de covoiturage;2019-08-29;true;224400028;-1.751592918;47.20583064;16;;;;;;;47.20583064,-1.751592918;Pays de la Loire;52
44067-C-001;;Aire de covoiturage de Guémené-Penfao;11 Rue de L Hétel de ville. 44290 Guémené-Penfao;GUEMENE PENFAO;44067;Aire de covoiturage;2019-08-29;true;224400028;-1.834441;47.627505;;;;;;;;47.627505,-1.834441;Pays de la Loire;52
44071-C-001;;Parc D'Activité La Brodiére;35 Route de la Chapelle-Heulin. 44115 Haute-Goulaine;HAUTE GOULAINE;44071;Parking;2019-08-29;true;224400028;-1.40206;47.178067;;;;;;;;47.178067,-1.40206;Pays de la Loire;52
44072-C-001;;Aire de covoiturage Le Rhodoir;7 La ville aux Maéons. 44410 Herbignac;HERBIGNAC;44072;Aire de covoiturage;2019-08-29;true;224400028;-2.284298;47.510969;;;;;;;;47.510969,-2.284298;Pays de la Loire;52
44072-C-003;;Hyper U;Boulevard de Briére (RD774). 44410 Herbignac;HERBIGNAC;44072;Supermarché;2019-08-29;true;224400028;-2.314274;47.449959;;;;;;;;47.449959,-2.314274;Pays de la Loire;52
44082-C-002;;Super U;103 Avenue des Fresnes. 44850 Ligné;LIGNE;44082;Supermarché;2019-08-29;true;224400028;-1.378258;47.411333;;;;;;;;47.411333,-1.378258;Pays de la Loire;52
44087-C-002;;Super U;6869 Boulevard des Prises. 44270 Machecoul;MACHECOUL ST MEME;44087;Supermarché;2019-08-29;true;224400028;-1.814933;46.998271;;;;;;;;46.998271,-1.814933;Pays de la Loire;52
44094-C-002;;Parking La Croix de Mauves;La Croix. 44470 Mauves-sur-Loire;MAUVES SUR LOIRE;44094;Parking;2019-08-29;true;224400028;-1.398171;47.30026;;;;;;;;47.30026,-1.398171;Pays de la Loire;52
44098-C-001;;Aire de covoiturage La Chinoise;La Chinoise. 44780 Missillac;MISSILLAC;44098;Aire de covoiturage;2019-08-29;true;224400028;-2.179842;47.477478;;;;;;;;47.477478,-2.179842;Pays de la Loire;52
44109-C-005;;Parking Graslin;Rue Scribe;NANTES;44109;Aire de covoiturage;2019-08-29;true;224400028;-1.562571823;47.21431021;;;;;;;;47.21431021,-1.562571823;Pays de la Loire;52
44109-C-008;;Port Autonome de Nantes Saint Nazaire;18 Quai Ernest Renaud;NANTES;44109;Aire de covoiturage;2019-08-29;true;224400028;-1.574711361;47.20551112;;;;;;;;47.20551112,-1.574711361;Pays de la Loire;52
44109-C-012;;P+R Busway Bourdonniéres;Rue des Bourdonniéres;NANTES;44109;Parking relais;2019-08-29;true;224400028;-1.521337484;47.18597421;;;;;;;;47.18597421,-1.521337484;Pays de la Loire;52
44109-C-017;;P+R Tram-Train Haluchére 2;14 Rue du Ranzai;NANTES;44109;Parking relais;2019-08-29;true;224400028;-1.524975202;47.25023006;;;;;;;;47.25023006,-1.524975202;Pays de la Loire;52
44109-C-021;;P+R Tramway Recteur Schmitt 1;Rue Recteur Schmitt;NANTES;44109;Parking relais;2019-08-29;true;224400028;-1.552903111;47.25173525;;;;;;;;47.25173525,-1.552903111;Pays de la Loire;52
44109-C-024;;Parking Aristide Briand;Place Aristide Briand;NANTES;44109;Parking;2019-08-29;true;224400028;-1.562936425;47.2170936;;;;;;;;47.2170936,-1.562936425;Pays de la Loire;52
44109-C-031;;Parking Chu 1;Quai de Tourville;NANTES;44109;Parking;2019-08-29;true;224400028;-1.557250241;47.20936197;;;;;;;;47.20936197,-1.557250241;Pays de la Loire;52
44127-C-001;;Salle Polyvalente;1 Rue des Tisserands. 44140 La Planche;LA PLANCHE;44127;Parking;2019-08-29;true;224400028;-1.436961;47.017131;;;;;;;;47.017131,-1.436961;Pays de la Loire;52
44129-C-002;;Le Relais de Beaulieu;Route de Beaulieu le Calvaire. 44160 Pontchéteau;PONTCHATEAU;44129;Parking;2019-08-29;true;224400028;-2.127099;47.450061;;;;;;;;47.450061,-2.127099;Pays de la Loire;52
44139-C-001;;Bibliothéque;28 Rue Grande Rue. 44750 Quilly;QUILLY;44139;Parking;2019-08-29;true;224400028;-1.951817;47.460975;;;;;;;;47.460975,-1.951817;Pays de la Loire;52
44143-C-002;;P+R Navibus Trentemoult-Dépét;Rue Ordronneau;REZE;44143;Parking relais;2019-08-29;true;224400028;-1.580687693;47.19196499;;;;;;;;47.19196499,-1.580687693;Pays de la Loire;52
44143-C-003;;P+R Navibus Trentemoult-Roquios;Quai Surcouf;REZE;44143;Parking relais;2019-08-29;true;224400028;-1.577783939;47.19525251;;;;;;;;47.19525251,-1.577783939;Pays de la Loire;52
44143-C-004;;P+R Tramway 8 Mai;Avenue André Malraux;REZE;44143;Parking relais;2019-08-29;true;224400028;-1.551439457;47.19003375;;;;;;;;47.19003375,-1.551439457;Pays de la Loire;52
44143-C-006;;Maison de La Sévre;7 Boulevard Mendés France. 44400 Rezé;REZE;44143;Parking;2019-08-29;true;224400028;-1.529599;47.177652;;;;;;;;47.177652,-1.529599;Pays de la Loire;52
44155-C-001;;Parking La Bertiniére;5 Rue de la Bertiniére. 44310 Saint-Colomban;ST COLOMBAN;44155;Parking;2019-08-29;true;224400028;-1.5693551;47.0140662;;;;;;;;47.0140662,-1.5693551;Pays de la Loire;52
44162-C-005;;P+R Tramway Franéois Mitterrand;Rue Virginia Woolf;ST HERBLAIN;44162;Parking relais;2019-08-29;true;224400028;-1.639484149;47.2217062;;;;;;;;47.2217062,-1.639484149;Pays de la Loire;52
44163-C-001;;Stade;1 Rue du Stade. 44150 Saint-Herblon;VAIR SUR LOIRE;44163;Parking;2019-08-29;true;224400028;-1.09359;47.411057;;;;;;;;47.411057,-1.09359;Pays de la Loire;52
44172-C-001;;Aire de covoiturage de La Planchonnais;Rue de la Planchonnais;STE LUCE SUR LOIRE;44172;Aire de covoiturage;2019-08-29;true;224400028;-1.475058408;47.25296937;87;;;;;;;47.25296937,-1.475058408;Pays de la Loire;52
44175-C-002;;Aire de Stationnement Les Quatre Routes;Quatre routes. 44410 Saint-Lyphard;ST LYPHARD;44175;Parking;2019-08-29;true;224400028;-2.373873;47.360428;;;;;;;;47.360428,-2.373873;Pays de la Loire;52
44184-C-001;;Parc D'Activité de Brais;45 Route de Fondeline. 44600 Saint-Nazaire;ST NAZAIRE;44184;Parking;2019-08-29;true;224400028;-2.29949;47.286682;;;;;;;;47.286682,-2.29949;Pays de la Loire;52
44189-C-001;;Aire de covoiturage de La Mairie;23 Rue René Guy Cadou. 44160 Sainte-Reine-de-Bretagne;STE REINE DE BRETAGNE;44189;Aire de covoiturage;2019-08-29;true;224400028;-2.191966;47.443723;;;;;;;;47.443723,-2.191966;Pays de la Loire;52
44190-C-003;;Stade René Massé;124 Boulevard des Pas Enchantés. 44230 Saint-Sébastien-sur-Loire;ST SEBASTIEN SUR LOIRE;44190;Parking;2019-08-29;true;224400028;-1.5033778;47.2106241;;;;;;;;47.2106241,-1.5033778;Pays de la Loire;52
44190-C-004;;P+R Busway Chapeau Verni;Route de Clisson;ST SEBASTIEN SUR LOIRE;44190;Parking relais;2019-08-29;true;224400028;-1.511510762;47.18945752;;;;;;;;47.18945752,-1.511510762;Pays de la Loire;52
44193-C-001;;Place de La Forge;5 Rue de la Mairie. 44590 Saint-Vincent-des-Landes;ST VINCENT DES LANDES;44193;Parking;2019-08-29;true;224400028;-1.4964583;47.6549799;;;;;;;;47.6549799,-1.4964583;Pays de la Loire;52
44195-C-001;;Hyper U;E60. 44260 Savenay;SAVENAY;44195;Supermarché;2019-08-29;true;224400028;-1.93943;47.376035;;;;;;;;47.376035,-1.93943;Pays de la Loire;52
44213-C-002;;Parking du Val de Loire;11 Rue d'Anjou. 44370 Varades;LOIREAUXENCE;44213;Parking;2019-08-29;true;224400028;-1.028128;47.384396;;;;;;;;47.384396,-1.028128;Pays de la Loire;52
49023-C-001;;Aire de covoiturage des Landes Fleuries;giratoire D91-D752 (Andrezé);BEAUPREAU EN MAUGES;49023;Aire de covoiturage;2019-08-29;true;224900019;-0.966624;47.153879;;;;;;;;47.153879,-0.966624;Pays de la Loire;52
49109-C-001;;Aire de covoiturage des Fresnaies;giratoire Ouest Déviation de Coron;CORON;49109;Aire de covoiturage;2019-08-29;true;224900019;-0.662433;47.124959;;;;;;;;47.124959,-0.662433;Pays de la Loire;52
49284-C-001;;Aire de covoiturage de La Haie;giratoire D15-A11;ST GERMAIN DES PRES;49284;Aire de covoiturage;2019-08-29;true;224900019;-0.819342;47.430339;;;;;;;;47.430339,-0.819342;Pays de la Loire;52
49299-C-001;;Aire de covoiturage de La Poissardiére;Giratoire Nord Déviation St Léger-sous-Cholet;ST LEGER SOUS CHOLET;49299;Aire de covoiturage;2019-08-29;true;224900019;-0.918601;47.104719;;;;;;;;47.104719,-0.918601;Pays de la Loire;52
49307-C-001;;Aire de covoiturage des Biaréges;giratoire D347 - route de Sarrigné (Les Rimoux) (Corné);LOIRE AUTHION;49307;Aire de covoiturage;2019-08-29;true;224900019;-0.356083;47.47579;;;;;;;;47.47579,-0.356083;Pays de la Loire;52
53039-C-001;;Aire de covoiturage Le Bourgneuf la Foret;20 Rue de Bretagne;LE BOURGNEUF LA FORET;53039;Aire de covoiturage;2019-08-29;true;200083392;-0.97165972;48.16224418;60;;;;Departement 53;true;;48.16224418,-0.97165972;Pays de la Loire;52
53054-C-002;;Parking Relais Technopolis;Rue Albert Einstein;CHANGE;53054;Parking relais;2022-01-24;true;200083392;-0.75431018;48.08996984;73;2;;;Laval Agglomération;false;;48.08996984,-0.75431018;Pays de la Loire;52
53106-C-001;;Aire de covoiturage Gesvres;Lotissement du Stade;GESVRES;53106;Parking;2019-08-29;true;225300011;-0.14595795;48.37051001;;;;;;;;48.37051001,-0.14595795;Pays de la Loire;52
53137-C-001;;Aire de covoiturage Loiron L'Aulne;L'Aulne;LOIRON RUILLE;53137;Aire de covoiturage;2022-01-24;true;200083392;-0.893408;48.071601;10;1;;;Departement 53;false;;48.071601,-0.893408;Pays de la Loire;52
53182-C-001;;Aire de covoiturage Port-Brillet;Rue de la Petite Vitesse;PORT BRILLET;53182;Aire de covoiturage;2022-01-24;true;200083392;-0.97356536;48.10990311;83;;;;Commune;true;;48.10990311,-0.97356536;Pays de la Loire;52
53246-C-001;;Aire de covoiturage La Monnerie;Route de la Monnerie;ST PIERRE DES NIDS;53246;Parking;2019-08-29;true;225300011;-0.09669897;48.39982698;;;;;;;;48.39982698,-0.09669897;Pays de la Loire;52
85003-C-002;;Aire de covoiturage des Centaurées;Impasse de. L'Orgeriére. 85190 Aizenay;AIZENAY;85003;Aire de covoiturage;2019-08-29;true;228500013;-1.6187;46.7348;9;;;;;;;46.7348,-1.6187;Pays de la Loire;52
85004-C-001;;Aire de covoiturage de La dugeonniére;25 Route de la Dugeonniére. 85750 Angles;ANGLES;85004;Aire de covoiturage;2019-08-29;true;228500013;-1.3923;46.4065;20;;;;;;;46.4065,-1.3923;Pays de la Loire;52
85011-C-001;;Aire de covoiturage de La Pointe de La Fosse;Rue de la Pointe. 85630 Barbétre;BARBATRE;85011;Aire de covoiturage;2019-08-29;true;228500013;-2.1505;46.9002;25;;;;;;;46.9002,-2.1505;Pays de la Loire;52
85054-C-001;;Place des Lingéres;39 Rue Georges Clemenceau. 85220 La Chapelle-Hermier;LA CHAPELLE HERMIER;85054;Aire de covoiturage;2019-08-29;true;228500013;-1.7215;46.6871;10;;;;;;;46.6871,-1.7215;Pays de la Loire;52
85089-C-001;;Aire de covoiturage du Riot du Plessis;2 La Gite du Moulin. 85280 La Ferriére;LA FERRIERE;85089;Aire de covoiturage;2019-08-29;true;228500013;-1.3255;46.7079;25;;;;;;;46.7079,-1.3255;Pays de la Loire;52
85093-C-001;;Aire de covoiturage de Fougére;D60;FOUGERE;85093;Aire de covoiturage;2019-08-29;true;228500013;-1.2298;46.654;5;;;;;;;46.654,-1.2298;Pays de la Loire;52
85096-C-001;;Place de La Mairie;1 Rue de Paulx. 85710 La Garnache;LA GARNACHE;85096;Aire de covoiturage;2019-08-29;true;228500013;-1.8306;46.892;5;;;;;;;46.892,-1.8306;Pays de la Loire;52
85106-C-001;;Parking des Pinsonniéres;22 Pré Brochet. 85680 La Guériniére;LA GUERINIERE;85106;Parking;2019-08-29;true;228500013;-2.2368;46.9693;20;;;;;;;46.9693,-2.2368;Pays de la Loire;52
85152-C-001;;Aire de covoiturage du Potager Extraordinaire (La Mothe-Achard);3 Rue de Bel air. 85150 La Mothe-Achard;LA MOTHE ACHARD;85152;Aire de covoiturage;2019-08-29;true;228500013;-1.6512;46.6217;15;;;;;;;46.6217,-1.6512;Pays de la Loire;52
85191-C-002;;Aire de covoiturage de La Roche Sur Yon - Est;D948. 85000 La Roche-sur-Yon;LA ROCHE SUR YON;85191;Aire de covoiturage;2019-08-29;true;228500013;-1.3583;46.6716;100;;;;;;;46.6716,-1.3583;Pays de la Loire;52
49069-C-004;AC_MOOJ_19;Saint-Sauveur-de-Landemont;D153 - Parking de l'étang de Rochefort - Saint-Sauveur-de-Landemont;ORÉE-D'ANJOU;49069;Aire de covoiturage;2022-01-20;true;200060010;-1.25278950625602;47.2837987781988;15;;;;Mauges Communauté;;;47.2837987781988,-1.25278950625602;Pays de la Loire;52
44007-C-002;;Complexe Sportif;4 Impasse du Champ Gris. 44460 Avessac;AVESSAC;44007;Parking;2019-08-29;true;224400028;-1.99477;47.649691;;;;;;;;47.649691,-1.99477;Pays de la Loire;52
44033-C-003;;Le Relais du Tillon;Le Tillon. 44260 La Chapelle-Launay;LA CHAPELLE LAUNAY;44033;Parking;2019-08-29;true;224400028;-1.966467;47.381324;;;;;;;;47.381324,-1.966467;Pays de la Loire;52
44052-C-003;;Aire de covoiturage La Pommeraie;D4. 44480 Donges;DONGES;44052;Aire de covoiturage;2019-08-29;true;224400028;-2.105856;47.356414;;;;;;;;47.356414,-2.105856;Pays de la Loire;52
44082-C-003;;Parking Le Préambule;19 Avenue Beethoven. 44850 Ligné;LIGNE;44082;Parking;2019-08-29;true;224400028;-1.377937;47.409016;;;;;;;;47.409016,-1.377937;Pays de la Loire;52
44109-C-043;;P+R Tramway Goudy;Rue Gabriel Goudy;NANTES;44109;Parking relais;2019-08-29;true;224400028;-1.541047754;47.19609895;;;;;;;;47.19609895,-1.541047754;Pays de la Loire;52
49180-C-002;;Aire de covoiturage de Grézillon;giratoire D347- VC avenue du Moulin;LONGUE JUMELLES;49180;Aire de covoiturage;2019-08-29;true;224900019;-0.107857;47.381788;;;;;;;;47.381788,-0.107857;Pays de la Loire;52
53243-C-003;;Aire de covoiturage Croix du bouquet;D31;ST OUEN DES TOITS;53243;Aire de covoiturage;2022-01-24;true;200083392;-0.870507;48.149252;11;1;;;Departement 53;false;;48.149252,-0.870507;Pays de la Loire;52
85070-C-003;;Aire de covoiturage de Buron;D21. 85220 Coéx;COEX;85070;Aire de covoiturage;2019-08-29;true;228500013;-1.7255;46.7055;25;;;;;;;46.7055,-1.7255;Pays de la Loire;52
85084-C-007;;Parking VenDéopéle des Essarts;Rue de la Mongie (Les Essarts);ESSARTS EN BOCAGE;85084;Parking;2019-08-29;true;228500013;-1.1894;46.7818;0;;;;;;;46.7818,-1.1894;Pays de la Loire;52
85097-C-003;;Aire de covoiturage de L'Entrepét;4 Rue Paul Ribouleau. 85130 La Gaubretiére;LA GAUBRETIERE;85097;Aire de covoiturage;2019-08-29;true;228500013;-1.0668;46.9457;34;;;;;;;46.9457,-1.0668;Pays de la Loire;52
85153-C-002;;Aire de covoiturage de La Salle des Nymphéas;6247 Rue du Beignon. 85640 Mouchamps;MOUCHAMPS;85153;Aire de covoiturage;2019-08-29;true;228500013;-1.0717;46.7827;16;;;;;;;46.7827,-1.0717;Pays de la Loire;52
85156-C-002;;Place du Champ de Foire;43 Rue des Sables. 85540 Moutiers-les-Mauxfaits;MOUTIERS LES MAUXFAITS;85156;Parking;2019-08-29;true;228500013;-1.4299;46.491;20;;;;;;;46.491,-1.4299;Pays de la Loire;52
85196-C-002;;Aire de covoiturage des Tilleuls;1 Allée des Tilleuls. 85250 Saint-André-Goule-d'Oie;ST ANDRE GOULE D OIE;85196;Aire de covoiturage;2019-08-29;true;228500013;-1.1923;46.8333;20;;;;;;;46.8333,-1.1923;Pays de la Loire;52
49069-C-005;AC_MOOJ_18;Champtoceaux;Avenue d'Anjou/Stage G. Sailly - Champtoceaux;ORÉE-D'ANJOU;49069;Aire de covoiturage;2022-01-20;true;200060010;-1.25796444421678;47.332040791573;25;1;;;Mauges Communauté;;;47.332040791573,-1.25796444421678;Pays de la Loire;52
44020-C-007;;P+R Tramway Grande Ouche;Rue de la Grande Ouche;BOUGUENAIS;44020;Parking relais;2019-08-29;true;224400028;-1.579472042;47.18199483;;;;;;;;47.18199483,-1.579472042;Pays de la Loire;52
44026-C-002;;Aire de covoiturage La Charmeliére;Route de Thouaré;CARQUEFOU;44026;Aire de covoiturage;2019-08-29;true;224400028;-1.473802461;47.29481514;100;;;;;;;47.29481514,-1.473802461;Pays de la Loire;52
44072-C-004;;Parking de L'Eglise;2 Rue des Aigrettes. 44410 Herbignac;HERBIGNAC;44072;Parking;2019-08-29;true;224400028;-2.354416;47.408401;;;;;;;;47.408401,-2.354416;Pays de la Loire;52
44114-C-005;;P+R Tramway Bignon;Rue des Verts Prés;ORVAULT;44114;Parking relais;2019-08-29;true;224400028;-1.598200232;47.24897525;;;;;;;;47.24897525,-1.598200232;Pays de la Loire;52
53164-C-002;;Aire de covoiturage Neuilly le Vendin;7-5 Rue des Tamaris;NEUILLY LE VENDIN;53164;Parking;2019-08-29;true;225300011;-0.343025;48.495225;;;;;;;;48.495225,-0.343025;Pays de la Loire;52
53247-C-002;;Aire de covoiturage rue du Saule - Saint-Pierre-La-Cour;Rue du Saule;ST PIERRE LA COUR;53247;Parking;2022-01-24;true;200083392;-1.02789241;48.11351617;50;;;;Commune;false;;48.11351617,-1.02789241;Pays de la Loire;52
85107-C-002;;Place des Douves;7299 Rue du Chanoine Boiziau. 85600 La Guyonniére;LA GUYONNIERE;85107;Aire de covoiturage;2019-08-29;true;228500013;-1.2497;46.9667;15;;;;;;;46.9667,-1.2497;Pays de la Loire;52
85295-C-002;;Aire de covoiturage de La Roche Saint André;9 Rue de la Roche Saint-André. 85600 Treize-Septiers;TREIZE SEPTIERS;85295;Aire de covoiturage;2019-08-29;true;228500013;-1.2326;46.9862;20;;;;;;;46.9862,-1.2326;Pays de la Loire;52
44099-C-002;;Parking Rue de Malabry;7B Rue de Malabry. 44520 Moisdon-la-Riviére;MOISDON LA RIVIERE;44099;Parking;2019-08-29;true;224400028;-1.375115;47.62018;;;;;;;;47.62018,-1.375115;Pays de la Loire;52
44109-C-057;;Parking decré-Bouffay;18 Rue du Moulin;NANTES;44109;Parking;2019-08-29;true;224400028;-1.554004639;47.21666262;;;;;;;;47.21666262,-1.554004639;Pays de la Loire;52
44143-C-007;;Port de Trentemoult;Allée Claude Choémet;REZE;44143;Aire de covoiturage;2019-08-29;true;224400028;-1.578377893;47.1955773;;;;;;;;47.1955773,-1.578377893;Pays de la Loire;52
53066-C-002;;Aire de covoiturage Bois des Mazeries;D20;CHEMAZE;53066;Aire de covoiturage;2019-08-29;true;225300011;-0.761199;47.794272;;;;;;;;47.794272,-0.761199;Pays de la Loire;52
85061-C-002;;Aire de covoiturage de La Mainborgére;2 Rue des Terriéres. 85320 Chéteau-Guibert;CHATEAU GUIBERT;85061;Aire de covoiturage;2019-08-29;true;228500013;-1.2832;46.5732;11;;;;;;;46.5732,-1.2832;Pays de la Loire;52
44013-C-002;;Aire de covoiturage Rond Point de L'Angle;1 Chemin des Chambrettes. 44160 Besne;BESNE;44013;Aire de covoiturage;2019-08-29;true;224400028;-2.101264;47.3922485;;;;;;;;47.3922485,-2.101264;Pays de la Loire;52
44064-C-002;;Place Maurice Renoul;4 Rue des Cailloux. 44190 Gorges;GORGES;44064;Parking;2019-08-29;true;224400028;-1.304648;47.101242;;;;;;;;47.101242,-1.304648;Pays de la Loire;52
44074-C-002;;Bacs de Loire Entre Basse-Indre Et Indret;Quai Besnard;INDRE;44074;Parking;2019-08-29;true;224400028;-1.673610442;47.19745913;;;;;;;;47.19745913,-1.673610442;Pays de la Loire;52
44119-C-002;;Place des Basses Marche;35 Place des Basses Marchés. 44270 Paulx;PAULX;44119;Parking;2019-08-29;true;224400028;-1.7540038;46.9620816;;;;;;;;46.9620816,-1.7540038;Pays de la Loire;52
44143-C-008;;P+R Tramway Trocardiére;Avenue Léon Blum;REZE;44143;Parking relais;2019-08-29;true;224400028;-1.571095596;47.18329275;;;;;;;;47.18329275,-1.571095596;Pays de la Loire;52
49200-C-002;;Aire de covoiturage du Tertre;giratoire nord Déviation de La Membrolle;LONGUENEE EN ANJOU;49200;Aire de covoiturage;2019-08-29;true;224900019;-0.678134;47.566618;;;;;;;;47.566618,-0.678134;Pays de la Loire;52
53014-C-004;;Aire de covoiturage de la Roche - Azé;D22;AZE;53014;Parking;2019-08-29;true;225300011;-0.67872781;47.81842777;;;;;;;;47.81842777,-0.67872781;Pays de la Loire;52
53146-C-002;;Aire de covoiturage Martigné sur Mayenne;D12;MARTIGNE SUR MAYENNE;53146;Parking;2019-08-29;true;225300011;-0.6667161;48.1964188;;;;;;;;48.1964188,-0.6667161;Pays de la Loire;52
49023-C-007;AC_MOOJ_14;Gesté;Place des Peupliers - Gesté;BEAUPRÉAU-EN-MAUGES;49023;Aire de covoiturage;2022-01-20;true;200060010;-1.11043707476497;47.1821099799315;50;;;;Commune de Beaupréau-en-Mauges;;;47.1821099799315,-1.11043707476497;Pays de la Loire;52
44018-C-005;;Aire de covoiturage Super U de Bouaye;Rue de Nantes;BOUAYE;44018;Aire de covoiturage;2019-08-29;true;224400028;-1.679815529;47.14354235;200;;;;;;;47.14354235,-1.679815529;Pays de la Loire;52
44033-C-004;;Le Drive Intermarché;La Sabliére. 44260 La Chapelle-Launay;LA CHAPELLE LAUNAY;44033;Supermarché;2019-08-29;true;224400028;-1.957905;47.362156;;;;;;;;47.362156,-1.957905;Pays de la Loire;52
44143-C-010;;P+R Navibus Trentemoult-Roquios;Quai Surcouf;REZE;44143;Parking relais;2019-08-29;true;224400028;-1.577783939;47.19525251;;;;;;;;47.19525251,-1.577783939;Pays de la Loire;52
44172-C-004;;Aire de covoiturage de La Planchonnais;Rue de la Planchonnais;STE LUCE SUR LOIRE;44172;Aire de covoiturage;2019-08-29;true;224400028;-1.475058408;47.25296937;87;;;;;;;47.25296937,-1.475058408;Pays de la Loire;52
53137-C-004;;Aire de covoiturage Loiron L'Aulne;L'Aulne;LOIRON RUILLE;53137;Aire de covoiturage;2022-01-24;true;200083392;-0.893408;48.071601;10;1;;;Departement 53;false;;48.071601,-0.893408;Pays de la Loire;52
85106-C-002;;Parking des Pinsonniéres;22 Pré Brochet. 85680 La Guériniére;LA GUERINIERE;85106;Parking;2019-08-29;true;228500013;-2.2368;46.9693;20;;;;;;;46.9693,-2.2368;Pays de la Loire;52
44109-C-070;;Parking Chu 2;Quai Moncousu;NANTES;44109;Parking;2019-08-29;true;224400028;-1.552913894;47.20889025;;;;;;;;47.20889025,-1.552913894;Pays de la Loire;52
44109-C-071;;Parking Gloriette 1;Allée de l'Ile Gloriette;NANTES;44109;Parking;2019-08-29;true;224400028;-1.558438736;47.21117966;;;;;;;;47.21117966,-1.558438736;Pays de la Loire;52
44133-C-002;;Intermarché;42 Rue de Pornic. 44710 Port-Saint-Pére;PORT ST PERE;44133;Supermarché;2019-08-29;true;224400028;-1.7537982;47.1312131;;;;;;;;47.1312131,-1.7537982;Pays de la Loire;52
44162-C-012;;P+R Ter Gare de Basse-Indre Sud;Rue de la Gare;ST HERBLAIN;44162;Parking relais;2019-08-29;true;224400028;-1.661038103;47.20415797;;;;;;;;47.20415797,-1.661038103;Pays de la Loire;52
44211-C-002;;Parking L'Etoile;L'Etoile. 44420 La Turballe;LA TURBALLE;44211;Parking;2019-08-29;true;224400028;-2.482803;47.344348;;;;;;;;47.344348,-2.482803;Pays de la Loire;52
49125-C-002;;Aire de covoiturage de La Saulaie;giratoire D960-D761 Déviation de Doué (vers Montreuil-Bellay);DOUE LA FONTAINE;49125;Aire de covoiturage;2019-08-29;true;224900019;-0.248529;47.182967;;;;;;;;47.182967,-0.248529;Pays de la Loire;52
49378-C-002;;Aire de covoiturage de La Ronde;giratoire D347-D767 (sortie péage A85);VIVY;49378;Aire de covoiturage;2019-08-29;true;224900019;-0.035307;47.304939;;;;;;;;47.304939,-0.035307;Pays de la Loire;52
53185-C-002;;Aire de covoiturage Super U;Parc Naturel Régional Normandie-Maine. D221 Zone;PRE EN PAIL ST SAMSON;53185;Supermarché;2019-08-29;true;225300011;-0.19113295;48.46393504;;;;;;;;48.46393504,-0.19113295;Pays de la Loire;52
85076-C-002;;Place de La Mairie;15 Rue du Président Auguste Durand. 85610 Cugand;CUGAND;85076;Aire de covoiturage;2019-08-29;true;228500013;-1.2544;47.0656;20;;;;;;;47.0656,-1.2544;Pays de la Loire;52
85084-C-008;;Aire de covoiturage des 4 Chemins;18 Les Quatre Chemins. 85140 Sainte-Florence;ESSARTS EN BOCAGE;85084;Aire de covoiturage;2019-08-29;true;228500013;-1.1372;46.8118;0;0;;;;;;46.8118,-1.1372;Pays de la Loire;52
85129-C-003;;Aire de covoiturage de La Route de La Roche;967 Rue Travot. 85170 Les Lucs-sur-Boulogne;LES LUCS SUR BOULOGNE;85129;Aire de covoiturage;2019-08-29;true;228500013;-1.4912;46.8393;5;;;;;;;46.8393,-1.4912;Pays de la Loire;52
85226-C-003;;Parking du Rond Point du Puits Tarraud;80 Avenue de la Rousselotiére. 85270 Saint-Hilaire-de-Riez;ST HILAIRE DE RIEZ;85226;Aire de covoiturage;2019-08-29;true;228500013;-1.9491;46.7275;10;;;;;;;46.7275,-1.9491;Pays de la Loire;52
