id_lieu;id_local;nom_lieu;ad_lieu;com_lieu;insee;type;date_maj;ouvert;source;Xlong;Ylat;nbre_pl;nbre_pmr;duree;horaires;proprio;lumiere;comm;localisation;libelle_region;code_region
85182-C-004;;Parking de La Vallée;27 Avenue de la Grande Versaine. 85700 Pouzauges;POUZAUGES;85182;Parking;2019-08-29;true;228500013;-0.8284;46.7767;35;;;;;;;46.7767,-0.8284;Pays de la Loire;52
72320-C-003;;Parking de covoiturage du Mans Nord;A81 Sortie 7 Le Mans ZI Nord;SAINT-SATURNIN;72320;Parking;2022-02-01;true;512377060;0.172075;48.050443;160;9;;24/7;COFIROUTE;true;Dépose-minutes. Places deux-roues. Abris.;48.050443,0.172075;Pays de la Loire;52
44035-C-013;;P+R Tram-Train La Chapelle-Aulnay Ouest;Avenue Olympe de Gouges;LA CHAPELLE SUR ERDRE;44035;Parking relais;2019-08-29;true;224400028;-1.543677428;47.30793079;;;;;;;;47.30793079,-1.543677428;Pays de la Loire;52
44109-C-075;;P+R Tramway Ranzay;Route de Saint Joseph;NANTES;44109;Parking relais;2019-08-29;true;224400028;-1.533136661;47.25436327;;;;;;;;47.25436327,-1.533136661;Pays de la Loire;52
44109-C-076;;Parking Baco-Lu 2 Cété Chu;Allée Baco;NANTES;44109;Parking;2019-08-29;true;224400028;-1.551604264;47.21315098;;;;;;;;47.21315098,-1.551604264;Pays de la Loire;52
44114-C-007;;P+R Tramway Orvault Morliére;Avenue de la Morliére;ORVAULT;44114;Parking relais;2019-08-29;true;224400028;-1.603049473;47.24677665;;;;;;;;47.24677665,-1.603049473;Pays de la Loire;52
49301-C-020;;Aire de covoiturage de La Colonne;Giratoire de La Colonne D753-D949 (Torfou);SEVREMOINE;49301;Aire de covoiturage;2019-08-29;true;224900019;-1.092211;47.031741;;;;;;;;47.031741,-1.092211;Pays de la Loire;52
49307-C-006;;Aire de covoiturage de La Perriére - Lavage U;Parking derriére station de lavage Super U de Brain-s--l'Authion;LOIRE AUTHION;49307;Aire de covoiturage;2019-08-29;true;224900019;-0.407867;47.463012;;;;;;;;47.463012,-0.407867;Pays de la Loire;52
53129-C-002;;Aire de covoiturage Launay Villiers;7-1 Place de l'église;LAUNAY VILLIERS;53129;Parking;2022-01-24;true;200083392;-1.00601435;48.13479832;14;;;;Commune;false;;48.13479832,-1.00601435;Pays de la Loire;52
53251-C-002;;Aire de covoiturage Saint Quentin les Anges;Le Bourg;ST QUENTIN LES ANGES;53251;Aire de covoiturage;2019-08-29;true;225300011;-0.885789;47.772244;;;;;;;;47.772244,-0.885789;Pays de la Loire;52
85017-C-004;;Parking du Stade;19 Rue de la Galissonniére. 85500 Beaurepaire;BEAUREPAIRE;85017;Aire de covoiturage;2019-08-29;true;228500013;-1.0967;46.9094;15;;;;;;;46.9094,-1.0967;Pays de la Loire;52
85204-C-002;;Aire de covoiturage de La Maison Blanche;3 Allée de l'Europe. 85670 Saint-Christophe-du-Ligneron;ST CHRISTOPHE DU LIGNERON;85204;Aire de covoiturage;2019-08-29;true;228500013;-1.7653;46.8191;20;;;;;;;46.8191,-1.7653;Pays de la Loire;52
49218-C-004;AC_MOOJ_21;La Boissière;Rue des Mauges - D152 - La Boissière-sur-Evre;MONTREVAULT-SUR-ÈVRE;49218;Aire de covoiturage;2022-01-20;true;200060010;-1.07991252867382;47.3012344719215;25;;;;Mauges Communauté;;;47.3012344719215,-1.07991252867382;Pays de la Loire;52
44006-C-002;;Place Olivier Guichard;4 bis rue de la ruche. 44410 Assérac;ASSERAC;44006;Parking;2019-08-29;true;224400028;-2.391436;47.429279;;;;;;;;47.429279,-2.391436;Pays de la Loire;52
49015-C-002;;Aire de covoiturage du Fléchet;giratoire échangeur D768-D775 (accés vers La Croix Cadeau);AVRILLE;49015;Aire de covoiturage;2019-08-29;true;224900019;-0.617034;47.514311;;;;;;;;47.514311,-0.617034;Pays de la Loire;52
49096-C-002;;Aire de covoiturage de La Salle;giratoire D768-D859. au droit des établissements Romet (Cherré);CHERRE;49096;Aire de covoiturage;2019-08-29;true;224900019;-0.541374;47.701221;;;;;;;;47.701221,-0.541374;Pays de la Loire;52
49176-C-006;;Aire de covoiturage de durval;giratoire Ouest Déviation Le Lion (D101-D775-D770);LE LION D ANGERS;49176;Aire de covoiturage;2019-08-29;true;224900019;-0.726109;47.621822;;;;;;;;47.621822,-0.726109;Pays de la Loire;52
85052-C-008;;Parking des Achards-Sud (La Mothe-Achard);Rue de l Océan. ZA Sud. 85150 La Chapelle-Achard;LA CHAPELLE ACHARD;85052;Parking;2019-08-29;true;228500013;-1.6579;46.5982;0;;;;;;;46.5982,-1.6579;Pays de la Loire;52
85138-C-002;;Aire de covoiturage Les Ouches du Jaunay;15 Rue du Jaunay. 85150 Martinet;MARTINET;85138;Aire de covoiturage;2019-08-29;true;228500013;-1.6813;46.677;10;;;;;;;46.677,-1.6813;Pays de la Loire;52
85215-C-002;;Place des Anciens Combattants;13 Rue du Parc. 85250 Saint-Fulgent;ST FULGENT;85215;Aire de covoiturage;2019-08-29;true;228500013;-1.1776;46.8498;20;;;;;;;46.8498,-1.1776;Pays de la Loire;52
49218-C-006;AC_MOOJ_22;Saint-Pierre-Montlimart;Avenue de la Frairie (D752) - Saint-Pierre-Montlimart;MONTREVAULT-SUR-ÈVRE;49218;Aire de covoiturage;2022-01-20;true;200060010;-1.02501996499527;47.2723377183122;80;;;;Mauges Communauté;;;47.2723377183122,-1.02501996499527;Pays de la Loire;52
44109-C-011;;Capitainerie du Port Atlantique Nantes Saint Nazaire;Quai Ernest Renaud;NANTES;44109;Parking;2019-08-29;true;224400028;-1.573981398;47.20540078;;;;;;;;47.20540078,-1.573981398;Pays de la Loire;52
44128-C-002;;Discothéque Le Noumba;Moulin du Pellerin. 44630 Plesse;PLESSE;44128;Parking;2019-08-29;true;224400028;-1.947649;47.549565;;;;;;;;47.549565,-1.947649;Pays de la Loire;52
44129-C-001;;Aire de covoiturage de La Piscine;16 La Hirtais. 44160 Sainte-Anne-sur-Brivet;PONTCHATEAU;44129;Aire de covoiturage;2019-08-29;true;224400028;-2.079436;47.436506;;;;;;;;47.436506,-2.079436;Pays de la Loire;52
44129-C-003;;Parking covoiturage Pontchéteau;118 Rue Maurice Sambron. 44160 Pontchéteau;PONTCHATEAU;44129;Parking;2019-08-29;true;224400028;-2.091136;47.446027;;;;;;;;47.446027,-2.091136;Pays de la Loire;52
44143-C-001;;Port de Trentemoult;Allée Claude Choémet;REZE;44143;Aire de covoiturage;2019-08-29;true;224400028;-1.578377893;47.1955773;;;;;;;;47.1955773,-1.578377893;Pays de la Loire;52
44144-C-001;;Parking Sud église;136 Rue de l'Erdre. 44440 Riaillé;RIAILLE;44144;Parking;2019-08-29;true;224400028;-1.2922669;47.5172658;;;;;;;;47.5172658,-1.2922669;Pays de la Loire;52
44149-C-002;;Lieu-Dit La Gréhandais;D33. 44390 Saffré;SAFFRE;44149;Parking;2019-08-29;true;224400028;-1.6328;47.491399;;;;;;;;47.491399,-1.6328;Pays de la Loire;52
44158-C-001;;Parking Paul Mercier;6 Rue Amaury d'Acigné. 44360 Saint-étienne-de-Montluc;ST ETIENNE DE MONTLUC;44158;Parking;2019-08-29;true;224400028;-1.779217;47.274305;;;;;;;;47.274305,-1.779217;Pays de la Loire;52
44164-C-001;;Aire de covoiturage Le Pont Béranger;12 Route de Rouans. 44680 Saint-Hilaire-de-Chaléons;ST HILAIRE DE CHALEONS;44164;Aire de covoiturage;2019-08-29;true;224400028;-1.833816;47.129761;;;;;;;;47.129761,-1.833816;Pays de la Loire;52
44187-C-001;;Parking Auto-Repair Shop;2 Le Pont-Neuf. 44320 Saint-Pére-en-Retz;ST PERE EN RETZ;44187;Parking;2019-08-29;true;224400028;-2.0544434;47.2145545;;;;;;;;47.2145545,-2.0544434;Pays de la Loire;52
44188-C-001;;Aire de covoiturage La Noé;La Noé. 44310 Saint-Philbert-de-Grand-Lieu;ST PHILBERT DE GRAND LIEU;44188;Aire de covoiturage;2019-08-29;true;224400028;-1.6577339;47.0329286;;;;;;;;47.0329286,-1.6577339;Pays de la Loire;52
44203-C-001;;Complexe Sportif;5 Impasse des Cotisseaux. 44360 Le Temple-de-Bretagne;LE TEMPLE DE BRETAGNE;44203;Parking;2019-08-29;true;224400028;-1.794891;47.328119;;;;;;;;47.328119,-1.794891;Pays de la Loire;52
44215-C-002;;P+R Busway Porte de Vertou;Boulevard Auguste Priou;VERTOU;44215;Parking relais;2019-08-29;true;224400028;-1.505160184;47.1801753;;;;;;;;47.1801753,-1.505160184;Pays de la Loire;52
44217-C-003;;Parking du Miron;4 Le Miron. 44360 Vigneux-de-Bretagne;VIGNEUX DE BRETAGNE;44217;Parking;2019-08-29;true;224400028;-1.737878;47.327669;;;;;;;;47.327669,-1.737878;Pays de la Loire;52
53130-C-003;;Parking Relais Saint Nicolas;25-31 Rue Albert Einstein;LAVAL;53130;Parking relais;2022-01-24;true;200083392;-0.7415266;48.05436989;90;;;;Laval Agglomération;true;;48.05436989,-0.7415266;Pays de la Loire;52
53161-C-001;;Aire de covoiturage Place de l'Assemblée;305 Rue de Saint-Cenere;MONTSURS;53161;Parking;2019-08-29;true;225300011;-0.557683;48.135174;;;;;;;;48.135174,-0.557683;Pays de la Loire;52
85042-C-001;;Aire de covoiturage du Pré Vert;1 Rue de l'An VI. 85450 Chaillé-les-Marais;CHAILLE LES MARAIS;85042;Aire de covoiturage;2019-08-29;true;228500013;-1.0228;46.3918;20;;;;;;;46.3918,-1.0228;Pays de la Loire;52
85047-C-002;;Aire de covoiturage de L'Epine Verte;6 Boulevard Albert Schweitzer. 85300 Challans;CHALLANS;85047;Aire de covoiturage;2019-08-29;true;228500013;-1.8949;46.841;5;;;;;;;46.841,-1.8949;Pays de la Loire;52
85161-C-001;;Parking du Stade;14 Rue Armand Calleau. 85430 Nieul-le-Dolent;NIEUL LE DOLENT;85161;Parking;2019-08-29;true;228500013;-1.5029;46.5741;20;;;;;;;46.5741,-1.5029;Pays de la Loire;52
85211-C-001;;Aire de covoiturage de La Belette;23 Rue des Ondines. 85150 Sainte-Flaive-des-Loups;STE FLAIVE DES LOUPS;85211;Aire de covoiturage;2019-08-29;true;228500013;-1.5872;46.6195;12;;;;;;;46.6195,-1.5872;Pays de la Loire;52
44061-C-002;;Stade Pierre Brosseau;23 Rue de la Fuie. 44320 Frossay;FROSSAY;44061;Parking;2019-08-29;true;224400028;-1.946833;47.247513;;;;;;;;47.247513,-1.946833;Pays de la Loire;52
44092-C-002;;Salle Polyvalente;Rue Saint-Benoét. 44290 Massérac;MASSERAC;44092;Parking;2019-08-29;true;224400028;-1.912906;47.672188;;;;;;;;47.672188,-1.912906;Pays de la Loire;52
44109-C-045;;Parking Hétel Dieu;Chaussée de la Madeleine;NANTES;44109;Parking;2019-08-29;true;224400028;-1.551983119;47.21105709;;;;;;;;47.21105709,-1.551983119;Pays de la Loire;52
44185-C-003;;E.Leclerc;30 Avenue Jean Burel. 44460 Saint-Nicolas-de-Redon;ST NICOLAS DE REDON;44185;Supermarché;2019-08-29;true;224400028;-2.076341;47.645936;;;;;;;;47.645936,-2.076341;Pays de la Loire;52
44209-C-002;;Aire de covoiturage Ragon;Tourneuve. 44119 Treilliéres;TREILLIERES;44209;Aire de covoiturage;2019-08-29;true;224400028;-1.597824;47.27888;;;;;;;;47.27888,-1.597824;Pays de la Loire;52
49301-C-012;;Aire de covoiturage du Petit Lapin;Giratoire nord échangeur D762-N249 (St Germain s- Moine);SEVREMOINE;49301;Aire de covoiturage;2019-08-29;true;224900019;-1.095741;47.122036;;;;;;;;47.122036,-1.095741;Pays de la Loire;52
85067-C-002;;Parking des Stades;106 Route de Pouzauges. 85390 Cheffois;CHEFFOIS;85067;Parking;2019-08-29;true;228500013;-0.7929;46.6715;40;;;;;;;46.6715,-0.7929;Pays de la Loire;52
85181-C-002;;Aire de covoiturage du Chaigneau;D148. 85570 Pouille;POUILLE;85181;Aire de covoiturage;2019-08-29;true;228500013;-0.9597;46.5115;8;;;;;;;46.5115,-0.9597;Pays de la Loire;52
85190-C-004;;Aire de covoiturage du Bouton D'Art;623 Rue des Alouettes. 85620 Rocheserviére;ROCHESERVIERE;85190;Aire de covoiturage;2019-08-29;true;228500013;-1.4993;46.943;10;;;;;;;46.943,-1.4993;Pays de la Loire;52
85236-C-002;;Parking du Stade;5 Rue de l'étoile. 85150 Saint-Julien-des-Landes;ST JULIEN DES LANDES;85236;Parking;2019-08-29;true;228500013;-1.7152;46.6417;10;;;;;;;46.6417,-1.7152;Pays de la Loire;52
44014-C-002;;Aire de covoiturage Les Gros Cailloux;2 Rue de la Forét. 44140 Le Bignon;LE BIGNON;44014;Aire de covoiturage;2019-08-29;true;224400028;-1.4862013;47.1158322;;;;;;;;47.1158322,-1.4862013;Pays de la Loire;52
44035-C-008;;Aire de covoiturage La Métaierie Rouge;VC 5;LA CHAPELLE SUR ERDRE;44035;Aire de covoiturage;2019-08-29;true;224400028;-1.546367089;47.27442981;8;;;;;;;47.27442981,-1.546367089;Pays de la Loire;52
44036-C-002;;Intermarché;Centre Commercial Rue Franklin. 44110 Chéteaubriant;CHATEAUBRIANT;44036;Supermarché;2019-08-29;true;224400028;-1.3853713;47.7068307;;;;;;;;47.7068307,-1.3853713;Pays de la Loire;52
44068-C-003;;Salle Culturelle Guenrouet;11 La Ruée. 44530 Guenrouet;GUENROUET;44068;Parking;2019-08-29;true;224400028;-1.953796;47.518704;;;;;;;;47.518704,-1.953796;Pays de la Loire;52
44109-C-052;;Parking Les Fonderies;Rue de la Porte Gellée;NANTES;44109;Parking;2019-08-29;true;224400028;-1.544332961;47.20497047;;;;;;;;47.20497047,-1.544332961;Pays de la Loire;52
44128-C-004;;Aire de covoiturage Etang du Buhel;23 Rue de Savenay. 44630 Plesse;PLESSE;44128;Aire de covoiturage;2019-08-29;true;224400028;-1.8876851;47.5389557;;;;;;;;47.5389557,-1.8876851;Pays de la Loire;52
44161-C-002;;Espace Lampridic;16 Rue des Forges. 44530 Saint-Gildas-des-Bois;ST GILDAS DES BOIS;44161;Parking;2019-08-29;true;224400028;-2.039546;47.512915;;;;;;;;47.512915,-2.039546;Pays de la Loire;52
44172-C-003;;Parking Planchonnais;2 Rue de Luxembourg. 44980 Sainte-Luce-sur-Loire;STE LUCE SUR LOIRE;44172;Parking;2019-08-29;true;224400028;-1.4750438;47.2534557;;;;;;;;47.2534557,-1.4750438;Pays de la Loire;52
49301-C-013;;Aire de covoiturage de La Salle de Sport de Tilliéres;giratoire D223 - rue de la Coudraie. au droit de la Salle des Fétes et du stade communal;SEVREMOINE;49301;Aire de covoiturage;2019-08-29;true;224900019;-1.16527;47.141193;;;;;;;;47.141193,-1.16527;Pays de la Loire;52
49331-C-003;;Aire de covoiturage de L'Europe;giratoire Est Déviation Segré (D775-D923) - rue David d'Angers;SEGRE;49331;Aire de covoiturage;2019-08-29;true;224900019;-0.857777;47.685022;;;;;;;;47.685022,-0.857777;Pays de la Loire;52
53040-C-002;;Aire de covoiturage Bourgon;Impasse de Bellevue;BOURGON;53040;Aire de covoiturage;2019-08-29;true;225300011;-1.06801677;48.16632737;;;;;;;;48.16632737,-1.06801677;Pays de la Loire;52
85266-C-002;;Aire de covoiturage du Chétis Pétis;3 Rue Louis David. 85110 Saint-Prouant;ST PROUANT;85266;Parking;2019-08-29;true;228500013;-0.9545;46.7585;20;;;;;;;46.7585,-0.9545;Pays de la Loire;52
72360-C-002;;Parking de covoiturage du Mans Centre Université;A11 Sortie 8 Le Mans Centre Université;TRANGE;72360;Parking;2022-02-01;true;512377060;0.126127;48.020197;57;2;;24/7;COFIROUTE;true;Dépose-minutes. Places deux-roues. Abris. 2 Bornes de recharge VE;48.020197,0.126127;Pays de la Loire;52
53140-C-002;;Parking de covoiturage de Laval Est;A81 Sortie 3 Laval Est;LOUVERNE;53140;Parking;2022-02-01;true;512377060;-0.738512;48.108573;43;1;;24/7;COFIROUTE;true;Dépose-minutes. Places deux-roues. Abris. Ligne de bus. Accès piste cycable. Arceaux vélos. 2 Bornes de recharge VE;48.108573,-0.738512;Pays de la Loire;52
49244-C-005;AC_MOOJ_24;Saint-Laurent;Rue des Mauges - Saint-Laurent-de-la-Plaine;MAUGES-SUR-LOIRE;49244;Aire de covoiturage;2022-01-20;true;200060010;-0.805645419509984;47.3148662450061;30;;;;Mauges Communauté;;;47.3148662450061,-0.805645419509984;Pays de la Loire;52
44035-C-009;;P+R Tram-Train Babiniére;Avenue de la Babiniére;LA CHAPELLE SUR ERDRE;44035;Parking relais;2019-08-29;true;224400028;-1.546224775;47.25959656;;;;;;;;47.25959656,-1.546224775;Pays de la Loire;52
44109-C-053;;Aire de covoiturage Bois des Anses;Route de Sainte Luce;NANTES;44109;Aire de covoiturage;2019-08-29;true;224400028;-1.495068533;47.24705844;89;;;;;;;47.24705844,-1.495068533;Pays de la Loire;52
44152-C-002;;Salle des Sports;2 Rue Franéois Glotin. 44160 Sainte-Anne-sur-Brivet;STE ANNE SUR BRIVET;44152;Parking;2019-08-29;true;224400028;-2.006255;47.460039;;;;;;;;47.460039,-2.006255;Pays de la Loire;52
44162-C-008;;P+R Tramway Marcel Paul;Boulevard Marcel Paul;ST HERBLAIN;44162;Parking relais;2019-08-29;true;224400028;-1.618008356;47.24590457;;;;;;;;47.24590457,-1.618008356;Pays de la Loire;52
44203-C-002;;Complexe Sportif;5 Impasse des Cotisseaux. 44360 Le Temple-de-Bretagne;LE TEMPLE DE BRETAGNE;44203;Parking;2019-08-29;true;224400028;-1.794891;47.328119;;;;;;;;47.328119,-1.794891;Pays de la Loire;52
44215-C-003;;P+R Busway Porte de Vertou;Boulevard Auguste Priou;VERTOU;44215;Parking relais;2019-08-29;true;224400028;-1.505160184;47.1801753;;;;;;;;47.1801753,-1.505160184;Pays de la Loire;52
49026-C-002;;Aire de covoiturage de L'Europe;giratoire D963-D104. face au Super U;BECON LES GRANITS;49026;Aire de covoiturage;2019-08-29;true;224900019;-0.790797;47.502581;;;;;;;;47.502581,-0.790797;Pays de la Loire;52
44017-C-002;;Aire de covoiturage Le Pré Pélican;20 Rue du Prieuré. 44540 Bonnéuvre;BONNOEUVRE;44017;Aire de covoiturage;2019-08-29;true;224400028;-1.236155;47.5278729;;;;;;;;47.5278729,-1.236155;Pays de la Loire;52
44035-C-011;;P+R Tram-Train La Chapelle Erdre Active;Rue de la Bérangerais;LA CHAPELLE SUR ERDRE;44035;Parking relais;2019-08-29;true;224400028;-1.544344104;47.28311475;;;;;;;;47.28311475,-1.544344104;Pays de la Loire;52
44069-C-003;;Parking E. Leclerc;Rue de la Fuie Zac de Villejames. 44350 Guérande;GUERANDE;44069;Supermarché;2019-08-29;true;224400028;-2.413108;47.328439;;;;;;;;47.328439,-2.413108;Pays de la Loire;52
44096-C-002;;Parking Tennis Club;149 Rue des Chevaliers de Malte. 44522 Mésanger;MESANGER;44096;Parking;2019-08-29;true;224400028;-1.229954;47.432819;;;;;;;;47.432819,-1.229954;Pays de la Loire;52
44109-C-058;;Parking Feydeau;Parvis Neptune;NANTES;44109;Aire de covoiturage;2019-08-29;true;224400028;-1.55255879;47.2140753;;;;;;;;47.2140753,-1.55255879;Pays de la Loire;52
49021-C-002;;Aire de covoiturage des Marilléres;giratoire gendarmerie de Beaufort-en-Vallée;BEAUFORT EN ANJOU;49021;Aire de covoiturage;2019-08-29;true;224900019;-0.241484;47.443393;;;;;;;;47.443393,-0.241484;Pays de la Loire;52
49229-C-002;;Aire de covoiturage de L'Espérance;échangeur D219-D775 (Déviation ouest de Noyant-la-Gravoyére);NOYANT LA GRAVOYERE;49229;Aire de covoiturage;2019-08-29;true;224900019;-0.972432;47.70758;;;;;;;;47.70758,-0.972432;Pays de la Loire;52
85016-C-002;;Place du Champ de Foire;10 Rue des Sables. 85190 Beaulieu-Sous-la-Roche;BEAULIEU SOUS LA ROCHE;85016;Parking;2019-08-29;true;228500013;-1.6116;46.6759;20;;;;;;;46.6759,-1.6116;Pays de la Loire;52
85178-C-003;;Aire de covoiturage de La Martelle;26 Rue de la Martelle. 85170 Le Poiré-sur-Vie;LE POIRE SUR VIE;85178;Aire de covoiturage;2019-08-29;true;228500013;-1.5061;46.7701;34;;;;;;;46.7701,-1.5061;Pays de la Loire;52
85217-C-002;;Place du Prieuré;38 Rue des Maines. 85600 Saint-Georges-de-Montaigu;ST GEORGES DE MONTAIGU;85217;Parking;2019-08-29;true;228500013;-1.2992;46.9476;15;;;;;;;46.9476,-1.2992;Pays de la Loire;52
44143-C-012;;Maison de La Sévre;7 Boulevard Mendés France. 44400 Rezé;REZE;44143;Parking;2019-08-29;true;224400028;-1.529599;47.177652;;;;;;;;47.177652,-1.529599;Pays de la Loire;52
44162-C-010;;P+R Tramway Franéois Mitterrand;Rue Virginia Woolf;ST HERBLAIN;44162;Parking relais;2019-08-29;true;224400028;-1.639484149;47.2217062;;;;;;;;47.2217062,-1.639484149;Pays de la Loire;52
44184-C-004;;Parc D'Activité de Brais;45 Route de Fondeline. 44600 Saint-Nazaire;ST NAZAIRE;44184;Parking;2019-08-29;true;224400028;-2.29949;47.286682;;;;;;;;47.286682,-2.29949;Pays de la Loire;52
44195-C-002;;Hyper U;E60. 44260 Savenay;SAVENAY;44195;Supermarché;2019-08-29;true;224400028;-1.93943;47.376035;;;;;;;;47.376035,-1.93943;Pays de la Loire;52
44213-C-004;;Parking du Val de Loire;11 Rue d'Anjou. 44370 Varades;LOIREAUXENCE;44213;Parking;2019-08-29;true;224400028;-1.028128;47.384396;;;;;;;;47.384396,-1.028128;Pays de la Loire;52
49284-C-002;;Aire de covoiturage de La Haie;giratoire D15-A11;ST GERMAIN DES PRES;49284;Aire de covoiturage;2019-08-29;true;224900019;-0.819342;47.430339;;;;;;;;47.430339,-0.819342;Pays de la Loire;52
49299-C-002;;Aire de covoiturage de La Poissardiére;Giratoire Nord Déviation St Léger-sous-Cholet;ST LEGER SOUS CHOLET;49299;Aire de covoiturage;2019-08-29;true;224900019;-0.918601;47.104719;;;;;;;;47.104719,-0.918601;Pays de la Loire;52
49069-C-007;AC_MOOJ_19;Saint-Sauveur-de-Landemont;D153 - Parking de l'étang de Rochefort - Saint-Sauveur-de-Landemont;ORÉE-D'ANJOU;49069;Aire de covoiturage;2022-01-20;true;200060010;-1.25278950625602;47.2837987781988;15;;;;Mauges Communauté;;;47.2837987781988,-1.25278950625602;Pays de la Loire;52
44019-C-002;;Parking de La Mairie;1 Route du Sillon. 44260 Bouée;BOUEE;44019;Parking;2019-08-29;true;224400028;-1.909658;47.320374;;;;;;;;47.320374,-1.909658;Pays de la Loire;52
44051-C-004;;Aire de covoiturage de La Communauté de Communes du Secteur de derval;2 Rue de la Sabliére. 44590 Derval;DERVAL;44051;Aire de covoiturage;2019-08-29;true;224400028;-1.663452;47.657041;;;;;;;;47.657041,-1.663452;Pays de la Loire;52
44109-C-067;;P+R Chronobus Prairie de Mauves;Boulevard de la Prairie de Mauves;NANTES;44109;Parking relais;2019-08-29;true;224400028;-1.515851362;47.22025584;;;;;;;;47.22025584,-1.515851362;Pays de la Loire;52
44109-C-068;;Parking Cathédrale;Rue Sully;NANTES;44109;Parking;2019-08-29;true;224400028;-1.551056175;47.22081335;;;;;;;;47.22081335,-1.551056175;Pays de la Loire;52
49135-C-002;;Aire de covoiturage de La Croix de Beauvais;giratoire D74-768;FENEU;49135;Aire de covoiturage;2019-08-29;true;224900019;-0.58458;47.612159;;;;;;;;47.612159,-0.58458;Pays de la Loire;52
53108-C-002;;Aire de covoiturage La Gravelle;D57;LA GRAVELLE;53108;Aire de covoiturage;2022-01-24;true;200083392;-1.032356;48.078969;30;1;;;Departement 53;false;;48.078969,-1.032356;Pays de la Loire;52
53121-C-002;;Aire de covoiturage Stade;Rue du Stade;JAVRON LES CHAPELLES;53121;Parking;2019-08-29;true;225300011;-0.33223901;48.41797903;;;;;;;;48.41797903,-0.33223901;Pays de la Loire;52
85302-C-002;;Aire de covoiturage de La Sangle;D72. 85130 La Verrie;LA VERRIE;85302;Aire de covoiturage;2019-08-29;true;228500013;-0.98;46.947;27;;;;;;;46.947,-0.98;Pays de la Loire;52
49301-C-018;AC_MOOJ_32;St-Quentin-en-Mauges;D17 / Rue de Bellevue - Saint-Quentin-en-Mauges;MONTREVAULT-SUR-ÈVRE;49301;Aire de covoiturage;2022-01-20;true;200060010;-0.907834633375875;47.294238510233;30;;;;Mauges Communauté;;;47.294238510233,-0.907834633375875;Pays de la Loire;52
44052-C-004;;Parking Les Six Croix;2 Les Six Croix. 44480 Donges;DONGES;44052;Parking;2019-08-29;true;224400028;-2.0935392;47.3407709;;;;;;;;47.3407709,-2.0935392;Pays de la Loire;52
44079-C-002;;Complexe Polyvalent;Les Nouelles. 44430 Le Landreau;LE LANDREAU;44079;Parking;2019-08-29;true;224400028;-1.306032;47.207551;;;;;;;;47.207551,-1.306032;Pays de la Loire;52
44109-C-074;;P+R Tram-Train Haluchére 1;Rue du Ranzai;NANTES;44109;Parking relais;2019-08-29;true;224400028;-1.52283118;47.24845034;;;;;;;;47.24845034,-1.52283118;Pays de la Loire;52
44190-C-007;;Aire de covoiturage Pas Enchantés;Boulevard des Pas Enchantés;ST SEBASTIEN SUR LOIRE;44190;Aire de covoiturage;2019-08-29;true;224400028;-1.503941065;47.21038894;;;;;;;;47.21038894,-1.503941065;Pays de la Loire;52
85034-C-003;;Parking du Rond Point de Sainte Hermine;D948. 85480 Bournezeau;BOURNEZEAU;85034;Parking;2019-08-29;true;228500013;-1.163;46.6276;60;;;;;;;46.6276,-1.163;Pays de la Loire;52
85052-C-007;;Parking Za des Achards-Nord (La Mothe-Achard);3 Rue de la Camamine. 85150 La Mothe-Achard;LA CHAPELLE ACHARD;85052;Parking;2019-08-29;true;228500013;-1.66;46.6035;0;;;;;;;46.6035,-1.66;Pays de la Loire;52
44047-C-008;;Port de Couéron;Quai Jean-Pierre Fougerat;COUERON;44047;Aire de covoiturage;2019-08-29;true;224400028;-1.72995923;47.20912569;;;;;;;;47.20912569,-1.72995923;Pays de la Loire;52
44068-C-004;;Eglise;Notre Dame de Grace. 44530 Guenrouet;GUENROUET;44068;Parking;2019-08-29;true;224400028;-1.931561;47.489626;;;;;;;;47.489626,-1.931561;Pays de la Loire;52
44142-C-002;;Parking de La Tour;18 Rue de la Bosselle. 44140 Remouillé;REMOUILLE;44142;Parking;2019-08-29;true;224400028;-1.375308;47.057464;;;;;;;;47.057464,-1.375308;Pays de la Loire;52
44145-C-002;;Place de L'Eglise;l'église.. Place de l'église. Rouans;ROUANS;44145;Parking;2019-08-29;true;224400028;-1.8601549;47.1853085;;;;;;;;47.1853085,-1.8601549;Pays de la Loire;52
49222-C-002;;Aire de covoiturage du Landreau;giratoire D123-D160;MOZE SUR LOUET;49222;Aire de covoiturage;2019-08-29;true;224900019;-0.56435;47.3666808;;;;;;;;47.3666808,-0.56435;Pays de la Loire;52
49308-C-004;;Aire de covoiturage Multimodale de Haute-Perche;Echangeur de Haute-Perche (D751-A87-D748). giratoire Est;ST MELAINE SUR AUBANCE;49308;Aire de covoiturage;2019-08-29;true;224900019;-0.51213;47.399784;;;;;;;;47.399784,-0.51213;Pays de la Loire;52
85131-C-002;;Parking de La Salle Omnisports;49 Rue de l'église. 85400 Les Magnils-Reigniers;LES MAGNILS REIGNIERS;85131;Parking;2019-08-29;true;228500013;-1.2219;46.4733;20;;;;;;;46.4733,-1.2219;Pays de la Loire;52
44020-C-005;;P+R Tramway Neustrie 2;Rue de la Neustrie;BOUGUENAIS;44020;Parking relais;2019-08-29;true;224400028;-1.593399703;47.17667245;;;;;;;;47.17667245,-1.593399703;Pays de la Loire;52
